<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (0, 399), 'rel': (0, 399)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (386, 281), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (384, 279), 'rel': (-2, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (382, 277), 'rel': (-2, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (377, 272), 'rel': (-5, -5)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (374, 268), 'rel': (-3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (368, 262), 'rel': (-6, -6)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (362, 254), 'rel': (-6, -8)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (356, 246), 'rel': (-6, -8)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (350, 237), 'rel': (-6, -9)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (347, 233), 'rel': (-3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (338, 220), 'rel': (-9, -13)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (336, 217), 'rel': (-2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (332, 211), 'rel': (-4, -6)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (329, 207), 'rel': (-3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (328, 205), 'rel': (-1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (326, 202), 'rel': (-2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (324, 199), 'rel': (-2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (323, 197), 'rel': (-1, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (322, 196), 'rel': (-1, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (322, 195), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (322, 194), 'rel': (0, -1)})>
<Event(5-MouseButtonDown {'button': 1, 'pos': (322, 194)})>
<Event(6-MouseButtonUp {'button': 1, 'pos': (322, 194)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (317, 194), 'rel': (-5, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (308, 194), 'rel': (-9, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (299, 194), 'rel': (-9, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (288, 192), 'rel': (-11, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (277, 190), 'rel': (-11, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (266, 186), 'rel': (-11, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (254, 183), 'rel': (-12, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (230, 174), 'rel': (-24, -9)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (219, 168), 'rel': (-11, -6)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (196, 158), 'rel': (-23, -10)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (176, 146), 'rel': (-20, -12)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (157, 134), 'rel': (-19, -12)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (141, 122), 'rel': (-16, -12)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (136, 116), 'rel': (-5, -6)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (125, 106), 'rel': (-11, -10)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (122, 102), 'rel': (-3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (116, 93), 'rel': (-6, -9)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (112, 86), 'rel': (-4, -7)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (109, 79), 'rel': (-3, -7)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (108, 72), 'rel': (-1, -7)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (108, 63), 'rel': (0, -9)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (108, 60), 'rel': (0, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (108, 56), 'rel': (0, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (110, 53), 'rel': (2, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (113, 49), 'rel': (3, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (116, 47), 'rel': (3, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (118, 46), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (120, 45), 'rel': (2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (124, 43), 'rel': (4, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (126, 43), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (129, 43), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (131, 43), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (133, 43), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (136, 43), 'rel': (3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (137, 43), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (139, 43), 'rel': (2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (140, 43), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (141, 43), 'rel': (1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (141, 42), 'rel': (0, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (138, 41), 'rel': (-3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (136, 40), 'rel': (-2, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (130, 38), 'rel': (-6, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (126, 37), 'rel': (-4, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (122, 36), 'rel': (-4, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (117, 34), 'rel': (-5, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (112, 32), 'rel': (-5, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (102, 28), 'rel': (-10, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (99, 27), 'rel': (-3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (90, 23), 'rel': (-9, -4)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (86, 21), 'rel': (-4, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (81, 19), 'rel': (-5, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (72, 14), 'rel': (-9, -5)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (69, 13), 'rel': (-3, -1)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (64, 10), 'rel': (-5, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (59, 7), 'rel': (-5, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (55, 5), 'rel': (-4, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (50, 2), 'rel': (-5, -3)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (46, 0), 'rel': (-4, -2)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (43, 0), 'rel': (-3, 0)})>
<Event(1-ActiveEvent {'state': 1, 'gain': 0})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (39, 0), 'rel': (-4, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (35, 0), 'rel': (-4, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (32, 0), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (29, 0), 'rel': (-3, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (27, 0), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (26, 0), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (24, 0), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (23, 0), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (21, 0), 'rel': (-2, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (20, 0), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (19, 0), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (18, 0), 'rel': (-1, 0)})>
<Event(4-MouseMotion {'buttons': (0, 0, 0), 'pos': (17, 0), 'rel': (-1, 0)})>
<Event(12-Quit {})>
